word;score;index_c_a
 приветственная ;0,4;0,083709268125845
 боннская ;0,4;0,083709268125845
 тайной ;0,4;0,083709268125845
 книготорговая ;0,4;0,083709268125845
 аппаратный ;0,4;0,083709268125845
 стоматологическая ;0,4;0,083709268125845
 платная ;0,4;0,083709268125845
 угорское ;0,4;0,083709268125845
 министерская ;0,4;0,083709268125845
 ветровой ;0,4;0,083709268125845
 китайской ;0,4;0,083709268125845
 непрочная ;0,4;0,083709268125845
 переводное ;0,4;0,083709268125845
 законным ;0,4;0,083709268125845
 истинные ;0,4;0,083709268125845
 прямолинейный ;0,4;0,083709268125845
 недостойный ;0,4;0,083709268125845
 сладких ;0,4;0,083709268125845
 анизотропная ;0,4;0,083709268125845
 неразвитая ;0,4;0,083709268125845
 рассветная ;0,4;0,083709268125845
 лучезарная ;0,4;0,083709268125845
 совершенные ;0,4;0,083709268125845
 нечистая ;0,4;0,083709268125845
 тройная ;0,4;0,083709268125845
 предыдущем ;0,4;0,083709268125845
 превосходные ;0,4;0,083709268125845
 личной ;0,4;0,083709268125845
 скорейшее ;0,4;0,083709268125845
 декоративное ;0,4;0,083709268125845
 суточное ;0,4;0,083709268125845
 стандартную ;0,4;0,083709268125845
 людские ;0,4;0,083709268125845
 публичные ;0,4;0,083709268125845
 спешное ;0,4;0,083709268125845
 полководческий ;0,4;0,083709268125845
 сосудистое ;0,4;0,083709268125845
 ботаническое ;0,4;0,083709268125845
 содовый ;0,4;0,083709268125845
 цивилизованная ;0,4;0,083709268125845
